POR_CP,DISTANCIA,RITMO,FREC_CARDIACA,CADENCIA,TSC,FP,LSS,OSC_VERTICAL,L_ZANCADA,RFP,RLSS,ROV,RE,AIRE,PENDIENTE,ALTITUD,DESNIVEL,RSS,DURACION
73.333,1000,520,120,162,336,68,12.3,5640,0.712,41.212,150,7.943,0.955,0,0,24,4,5,520
74.222,1500,519,142,163,335,68,12.2,5580,0.706,40.718,148.78,7.859,0.943,0,-0.2,25,4,8,781
72.444,2000,528,117,161,341,68,12.4,5650,0.705,41.717,151.219,7.957,0.951,0,0,25,9,10,1057
78.666,2000,489,130,164,327,69,12,5720,0.748,38.983,146.341,8.056,0.947,0,0,25,7,13,978
79.111,2000,482,138,164,326,69,11.9,5700,0.759,38.764,145.121,8.028,0.956,0,0,25,9,13,963
75.111,2000,516,143,163,334,68,12.2,5600,0.715,40.236,148.78,7.887,0.943,0,0,25,9,11,1029
73.777,3000,518,120,162,337,68,12.3,5660,0.716,40.963,150,7.971,0.955,0,0,25,14,16,1551
79.555,3000,482,136,164,326,69,11.9,5720,0.759,38.547,145.121,8.056,0.095,0,0,25,12,19,1446
76.444,3000,505,142,164,331,68,12.1,5630,0.723,39.534,147.56,7.929,0.943,0,0,25,12,18,1516
75.111,4000,509,123,162,334,68,12.2,5680,0.727,40.236,148.78,8,0.952,0,0,25,17,23,2037
76.888,4000,499,140,164,330,68,12.1,5650,0.732,39.306,147.56,7.957,0.948,0,0,25,18,24,1998
78.222,5000,490,134,164,328,69,12,5700,0.746,39.204,146.341,8.028,0.095,0,0.1,25,24,32,2452
77.333,1000,496,127,164,329,68,12.1,5670,0.737,39.08,147.56,7.662,0.095,0,0.1,24,5,6,496
76.444,7180,501,130,163,332,69,12.1,5680,0.734,40.116,147.56,8,0.951,0,0.1,25,31,43,3599
76.888,7200,500,134,164,330,68,12.1,5670,0.732,39.306,147.56,7.985,0.948,0,0.1,25,30,43,3597
79.555,1000,483,132,164,325,69,11.8,5770,0.757,38.547,143.902,7.592,0.948,0,0,25,3,7,483
79.555,1000,480,136,164,326,69,11.9,5710,0.762,38.547,145.121,7.613,0.954,0,0.2,25,5,7,480
78.666,1000,483,140,164,326,69,11.9,5690,0.757,38.983,145.121,7.486,0.959,0,-0.2,25,4,6,483
76.444,1000,507,143,163,332,68,12.1,5630,0.726,39.534,147.56,7.819,0.094,0,0.1,25,5,6,507
73.777,1000,524,142,163,335,67,12.3,5560,0.703,40.361,150,7.942,0.944,0,0,25,4,5,523
70.666,750,537,112,158,347,67,12.5,5650,0.704,42.138,152.439,8.308,0.957,0,0.3,25,5,4,404
